,name,rating,review,salaries,interviews,jobs,ctype_and_location
2244,Viatris,4.1,(3.8k),3.8k,14.1k,168,Pharma | Hyderabad +80 other locations
2245,PVR INOX,3.9,(3.8k),3.8k,9.5k,218,Media & Entertainment | New Delhi +149 other locations
2246,Escorts Kubota Limited,4.0,(3.8k),3.8k,13.5k,304,Automobile | Faridabad +158 other locations
2247,Maersk,4.0,(3.7k),3.7k,19.2k,251,Logistics | Chennai +49 other locations
2248,KPIT Technologies,2.9,(3.7k),3.7k,23.4k,347,Software Product | Pune +43 other locations
2249,Synechron,3.4,(3.7k),3.7k,28.5k,407,IT Services & Consulting | Pune +33 other locations
2250,Birlasoft,3.5,(3.7k),3.7k,30k,317,IT Services & Consulting | Pune +49 other locations
2251,JK Cement,4.0,(3.7k),3.7k,9.9k,343,Building Material | New Delhi +334 other locations
2252,Glenmark Pharmaceuticals,3.8,(3.7k),3.7k,12k,182,Pharma | Mumbai +187 other locations
2253,Subros,3.8,(3.8k),3.8k,12.6k,218,Auto Components | Noida +90 other locations
2254,Kyndryl,4.0,(3.8k),3.8k,26.9k,231,IT Services & Consulting | Bengaluru +39 other locations
2255,Reliance Communications,4.0,(3.8k),3.8k,9.4k,106,Telecom | Mumbai +467 other locations
2256,PNB MetLife,3.3,(3.8k),3.8k,8.2k,196,Insurance | New Delhi +425 other locations
2257,Altruist Technologies,4.4,(3.8k),3.8k,8.3k,722,BPO | Bengaluru +43 other locations
2258,ADP Private Limited,3.9,(3.8k),3.8k,22.3k,294,Software Product | Hyderabad +41 other locations
2259,XpressBees,4.2,(3.8k),3.8k,8.2k,444,Logistics | Pune +479 other locations
2260,Aditya Birla Capital,3.8,(3.8k),3.8k,14.1k,261,NBFC | Mumbai +344 other locations
2261,Viatris,4.1,(3.8k),3.8k,14.1k,168,Pharma | Hyderabad +80 other locations
2262,PVR INOX,3.9,(3.8k),3.8k,9.5k,218,Media & Entertainment | New Delhi +149 other locations
2263,Escorts Kubota Limited,4.0,(3.8k),3.8k,13.5k,304,Automobile | Faridabad +158 other locations
2264,Maersk,4.0,(3.7k),3.7k,19.2k,251,Logistics | Chennai +49 other locations
2265,KPIT Technologies,2.9,(3.7k),3.7k,23.4k,347,Software Product | Pune +43 other locations
2266,Synechron,3.4,(3.7k),3.7k,28.5k,407,IT Services & Consulting | Pune +33 other locations
2267,Birlasoft,3.5,(3.7k),3.7k,30k,317,IT Services & Consulting | Pune +49 other locations
2268,JK Cement,4.0,(3.7k),3.7k,9.9k,343,Building Material | New Delhi +334 other locations
2269,Glenmark Pharmaceuticals,3.8,(3.7k),3.7k,12k,182,Pharma | Mumbai +187 other locations
2270,Sodexo,4.0,(3.7k),3.7k,9.9k,205,Facility Management Services | Mumbai +161 other locations
2271,Subros,3.8,(3.8k),3.8k,12.6k,218,Auto Components | Noida +90 other locations
2272,Kyndryl,4.0,(3.8k),3.8k,26.9k,231,IT Services & Consulting | Bengaluru +39 other locations
2273,Reliance Communications,4.0,(3.8k),3.8k,9.4k,106,Telecom | Mumbai +467 other locations
2274,PNB MetLife,3.3,(3.8k),3.8k,8.2k,196,Insurance | New Delhi +425 other locations
2275,Altruist Technologies,4.4,(3.8k),3.8k,8.3k,722,BPO | Bengaluru +43 other locations
2276,ADP Private Limited,3.9,(3.8k),3.8k,22.3k,294,Software Product | Hyderabad +41 other locations
2277,XpressBees,4.2,(3.8k),3.8k,8.2k,444,Logistics | Pune +479 other locations
2278,Aditya Birla Capital,3.8,(3.8k),3.8k,14.1k,261,NBFC | Mumbai +344 other locations
2279,Viatris,4.1,(3.8k),3.8k,14.1k,168,Pharma | Hyderabad +80 other locations
2280,PVR INOX,3.9,(3.8k),3.8k,9.5k,218,Media & Entertainment | New Delhi +149 other locations
2281,Escorts Kubota Limited,4.0,(3.8k),3.8k,13.5k,304,Automobile | Faridabad +158 other locations
2282,Maersk,4.0,(3.7k),3.7k,19.2k,251,Logistics | Chennai +49 other locations
2283,KPIT Technologies,2.9,(3.7k),3.7k,23.4k,347,Software Product | Pune +43 other locations
2284,Synechron,3.4,(3.7k),3.7k,28.5k,407,IT Services & Consulting | Pune +33 other locations
2285,Birlasoft,3.5,(3.7k),3.7k,30k,317,IT Services & Consulting | Pune +49 other locations
2286,JK Cement,4.0,(3.7k),3.7k,9.9k,343,Building Material | New Delhi +334 other locations
2287,Glenmark Pharmaceuticals,3.8,(3.7k),3.7k,12k,182,Pharma | Mumbai +187 other locations
2288,Sodexo,4.0,(3.7k),3.7k,9.9k,205,Facility Management Services | Mumbai +161 other locations
2289,Dabur,3.8,(3.7k),3.7k,8.9k,335,FMCG | New Delhi +322 other locations
2290,Subros,3.8,(3.8k),3.8k,12.6k,218,Auto Components | Noida +90 other locations
2291,Kyndryl,4.0,(3.8k),3.8k,26.9k,231,IT Services & Consulting | Bengaluru +39 other locations
2292,Reliance Communications,4.0,(3.8k),3.8k,9.4k,106,Telecom | Mumbai +467 other locations
2293,PNB MetLife,3.3,(3.8k),3.8k,8.2k,196,Insurance | New Delhi +425 other locations
2294,Altruist Technologies,4.4,(3.8k),3.8k,8.3k,722,BPO | Bengaluru +43 other locations
2295,ADP Private Limited,3.9,(3.8k),3.8k,22.3k,294,Software Product | Hyderabad +41 other locations
2296,XpressBees,4.2,(3.8k),3.8k,8.2k,444,Logistics | Pune +479 other locations
2297,Aditya Birla Capital,3.8,(3.8k),3.8k,14.1k,261,NBFC | Mumbai +344 other locations
2298,Viatris,4.1,(3.8k),3.8k,14.1k,168,Pharma | Hyderabad +80 other locations
2299,PVR INOX,3.9,(3.8k),3.8k,9.5k,218,Media & Entertainment | New Delhi +149 other locations
2300,Escorts Kubota Limited,4.0,(3.8k),3.8k,13.5k,304,Automobile | Faridabad +158 other locations
2301,Maersk,4.0,(3.7k),3.7k,19.2k,251,Logistics | Chennai +49 other locations
2302,KPIT Technologies,2.9,(3.7k),3.7k,23.4k,347,Software Product | Pune +43 other locations
2303,Synechron,3.4,(3.7k),3.7k,28.5k,407,IT Services & Consulting | Pune +33 other locations
2304,Birlasoft,3.5,(3.7k),3.7k,30k,317,IT Services & Consulting | Pune +49 other locations
2305,JK Cement,4.0,(3.7k),3.7k,9.9k,343,Building Material | New Delhi +334 other locations
2306,Glenmark Pharmaceuticals,3.8,(3.7k),3.7k,12k,182,Pharma | Mumbai +187 other locations
2307,Sodexo,4.0,(3.7k),3.7k,9.9k,205,Facility Management Services | Mumbai +161 other locations
2308,Dabur,3.8,(3.7k),3.7k,8.9k,335,FMCG | New Delhi +322 other locations
2309,Bharat Electronics,4.2,(3.7k),3.7k,12.7k,247,Electronics Manufacturing | Bengaluru +87 other locations
2310,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2311,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2312,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2313,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2314,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2315,Cogent E Services,3.2,(3.6k),3.6k,10.3k,295,BPO | Noida +56 other locations
2316,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2317,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2318,Cogent E Services,3.2,(3.6k),3.6k,10.3k,295,BPO | Noida +56 other locations
2319,Samvardhana Motherson Group,3.7,(3.6k),3.6k,12.1k,260,Auto Components | Noida +94 other locations
2320,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2321,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2322,Cogent E Services,3.2,(3.6k),3.6k,10.3k,295,BPO | Noida +56 other locations
2323,Samvardhana Motherson Group,3.7,(3.6k),3.6k,12.1k,260,Auto Components | Noida +94 other locations
2324,Abbott,4.1,(3.6k),3.6k,12.1k,184,Pharma | Mumbai +214 other locations
2325,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2326,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2327,Cogent E Services,3.2,(3.6k),3.6k,10.3k,295,BPO | Noida +56 other locations
2328,Samvardhana Motherson Group,3.7,(3.6k),3.6k,12.1k,260,Auto Components | Noida +94 other locations
2329,Abbott,4.1,(3.6k),3.6k,12.1k,184,Pharma | Mumbai +214 other locations
2330,Ipca Laboratories,3.8,(3.6k),3.6k,11.5k,211,Pharma | Mumbai +161 other locations
2331,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2332,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2333,Cogent E Services,3.2,(3.6k),3.6k,10.3k,295,BPO | Noida +56 other locations
2334,Samvardhana Motherson Group,3.7,(3.6k),3.6k,12.1k,260,Auto Components | Noida +94 other locations
2335,Abbott,4.1,(3.6k),3.6k,12.1k,184,Pharma | Mumbai +214 other locations
2336,Ipca Laboratories,3.8,(3.6k),3.6k,11.5k,211,Pharma | Mumbai +161 other locations
2337,Aarti Industries,4.1,(3.6k),3.6k,14.4k,333,Agro Chemicals | Bharuch +58 other locations
2338,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2339,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2340,Cogent E Services,3.2,(3.6k),3.6k,10.3k,295,BPO | Noida +56 other locations
2341,Samvardhana Motherson Group,3.7,(3.6k),3.6k,12.1k,260,Auto Components | Noida +94 other locations
2342,Abbott,4.1,(3.6k),3.6k,12.1k,184,Pharma | Mumbai +214 other locations
2343,Ipca Laboratories,3.8,(3.6k),3.6k,11.5k,211,Pharma | Mumbai +161 other locations
2344,Aarti Industries,4.1,(3.6k),3.6k,14.4k,333,Agro Chemicals | Bharuch +58 other locations
2345,PhonePe,4.0,(3.6k),3.6k,13.3k,424,FinTech | Bengaluru +400 other locations
2346,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2347,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2348,Cogent E Services,3.2,(3.6k),3.6k,10.3k,295,BPO | Noida +56 other locations
2349,Samvardhana Motherson Group,3.7,(3.6k),3.6k,12.1k,260,Auto Components | Noida +94 other locations
2350,Abbott,4.1,(3.6k),3.6k,12.1k,184,Pharma | Mumbai +214 other locations
2351,Ipca Laboratories,3.8,(3.6k),3.6k,11.5k,211,Pharma | Mumbai +161 other locations
2352,Aarti Industries,4.1,(3.6k),3.6k,14.4k,333,Agro Chemicals | Bharuch +58 other locations
2353,PhonePe,4.0,(3.6k),3.6k,13.3k,424,FinTech | Bengaluru +400 other locations
2354,Reliance Projects & Property Management Services,4.0,(3.6k),3.6k,7.4k,213,Other | Kolkata +625 other locations
2355,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2356,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2357,Cogent E Services,3.2,(3.6k),3.6k,10.3k,295,BPO | Noida +56 other locations
2358,Samvardhana Motherson Group,3.7,(3.6k),3.6k,12.1k,260,Auto Components | Noida +94 other locations
2359,Abbott,4.1,(3.6k),3.6k,12.1k,184,Pharma | Mumbai +214 other locations
2360,Ipca Laboratories,3.8,(3.6k),3.6k,11.5k,211,Pharma | Mumbai +161 other locations
2361,Aarti Industries,4.1,(3.6k),3.6k,14.4k,333,Agro Chemicals | Bharuch +58 other locations
2362,PhonePe,4.0,(3.6k),3.6k,13.3k,424,FinTech | Bengaluru +400 other locations
2363,Reliance Projects & Property Management Services,4.0,(3.6k),3.6k,7.4k,213,Other | Kolkata +625 other locations
2364,Reliance Digital,4.1,(3.5k),3.5k,8.2k,171,Retail | Mumbai +379 other locations
2365,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2366,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2367,Cogent E Services,3.2,(3.6k),3.6k,10.3k,295,BPO | Noida +56 other locations
2368,Samvardhana Motherson Group,3.7,(3.6k),3.6k,12.1k,260,Auto Components | Noida +94 other locations
2369,Abbott,4.1,(3.6k),3.6k,12.1k,184,Pharma | Mumbai +214 other locations
2370,Ipca Laboratories,3.8,(3.6k),3.6k,11.5k,211,Pharma | Mumbai +161 other locations
2371,Aarti Industries,4.1,(3.6k),3.6k,14.4k,333,Agro Chemicals | Bharuch +58 other locations
2372,PhonePe,4.0,(3.6k),3.6k,13.3k,424,FinTech | Bengaluru +400 other locations
2373,Reliance Projects & Property Management Services,4.0,(3.6k),3.6k,7.4k,213,Other | Kolkata +625 other locations
2374,Reliance Digital,4.1,(3.5k),3.5k,8.2k,171,Retail | Mumbai +379 other locations
2375,Indian Oil Corporation,4.4,(3.5k),3.5k,7.9k,241,Oil & Gas | New Delhi +313 other locations
2376,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2377,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2378,Cogent E Services,3.2,(3.6k),3.6k,10.3k,295,BPO | Noida +56 other locations
2379,Samvardhana Motherson Group,3.7,(3.6k),3.6k,12.1k,260,Auto Components | Noida +94 other locations
2380,Abbott,4.1,(3.6k),3.6k,12.1k,184,Pharma | Mumbai +214 other locations
2381,Ipca Laboratories,3.8,(3.6k),3.6k,11.5k,211,Pharma | Mumbai +161 other locations
2382,Aarti Industries,4.1,(3.6k),3.6k,14.4k,333,Agro Chemicals | Bharuch +58 other locations
2383,PhonePe,4.0,(3.6k),3.6k,13.3k,424,FinTech | Bengaluru +400 other locations
2384,Reliance Projects & Property Management Services,4.0,(3.6k),3.6k,7.4k,213,Other | Kolkata +625 other locations
2385,Reliance Digital,4.1,(3.5k),3.5k,8.2k,171,Retail | Mumbai +379 other locations
2386,Indian Oil Corporation,4.4,(3.5k),3.5k,7.9k,241,Oil & Gas | New Delhi +313 other locations
2387,MRF Tyres,3.6,(3.5k),3.5k,12.8k,378,Auto Components | Chennai +194 other locations
2388,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2389,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2390,Cogent E Services,3.2,(3.6k),3.6k,10.3k,295,BPO | Noida +56 other locations
2391,Samvardhana Motherson Group,3.7,(3.6k),3.6k,12.1k,260,Auto Components | Noida +94 other locations
2392,Abbott,4.1,(3.6k),3.6k,12.1k,184,Pharma | Mumbai +214 other locations
2393,Ipca Laboratories,3.8,(3.6k),3.6k,11.5k,211,Pharma | Mumbai +161 other locations
2394,Aarti Industries,4.1,(3.6k),3.6k,14.4k,333,Agro Chemicals | Bharuch +58 other locations
2395,PhonePe,4.0,(3.6k),3.6k,13.3k,424,FinTech | Bengaluru +400 other locations
2396,Reliance Projects & Property Management Services,4.0,(3.6k),3.6k,7.4k,213,Other | Kolkata +625 other locations
2397,Reliance Digital,4.1,(3.5k),3.5k,8.2k,171,Retail | Mumbai +379 other locations
2398,Indian Oil Corporation,4.4,(3.5k),3.5k,7.9k,241,Oil & Gas | New Delhi +313 other locations
2399,MRF Tyres,3.6,(3.5k),3.5k,12.8k,378,Auto Components | Chennai +194 other locations
2400,UNO Minda,4.0,(3.5k),3.5k,11.4k,260,Auto Components | Pune +111 other locations
2401,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2402,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2403,Cogent E Services,3.2,(3.6k),3.6k,10.3k,295,BPO | Noida +56 other locations
2404,Samvardhana Motherson Group,3.7,(3.6k),3.6k,12.1k,260,Auto Components | Noida +94 other locations
2405,Abbott,4.1,(3.6k),3.6k,12.1k,184,Pharma | Mumbai +214 other locations
2406,Ipca Laboratories,3.8,(3.6k),3.6k,11.5k,211,Pharma | Mumbai +161 other locations
2407,Aarti Industries,4.1,(3.6k),3.6k,14.4k,333,Agro Chemicals | Bharuch +58 other locations
2408,PhonePe,4.0,(3.6k),3.6k,13.3k,424,FinTech | Bengaluru +400 other locations
2409,Reliance Projects & Property Management Services,4.0,(3.6k),3.6k,7.4k,213,Other | Kolkata +625 other locations
2410,Reliance Digital,4.1,(3.5k),3.5k,8.2k,171,Retail | Mumbai +379 other locations
2411,Indian Oil Corporation,4.4,(3.5k),3.5k,7.9k,241,Oil & Gas | New Delhi +313 other locations
2412,MRF Tyres,3.6,(3.5k),3.5k,12.8k,378,Auto Components | Chennai +194 other locations
2413,UNO Minda,4.0,(3.5k),3.5k,11.4k,260,Auto Components | Pune +111 other locations
2414,IGT Solutions,3.2,(3.5k),3.5k,13.6k,256,BPO | New Delhi +47 other locations
2415,Kotak Mahindra Life Insurance Company,3.5,(3.7k),3.7k,12.7k,263,Insurance | Mumbai +258 other locations
2416,Godrej & Boyce Manufacturing,3.8,(3.6k),3.6k,15.1k,231,Consumer Electronics & Appliances | Mumbai +169 other locations
2417,Cogent E Services,3.2,(3.6k),3.6k,10.3k,295,BPO | Noida +56 other locations
2418,Samvardhana Motherson Group,3.7,(3.6k),3.6k,12.1k,260,Auto Components | Noida +94 other locations
2419,Abbott,4.1,(3.6k),3.6k,12.1k,184,Pharma | Mumbai +214 other locations
2420,Ipca Laboratories,3.8,(3.6k),3.6k,11.5k,211,Pharma | Mumbai +161 other locations
2421,Aarti Industries,4.1,(3.6k),3.6k,14.4k,333,Agro Chemicals | Bharuch +58 other locations
